CourseNum,CRN,Section,SectionType,Professors,DepartmentCode,Department,Year,Semester
106,43368,M  ,Lecture-Discussion,"Stoodley, E",CW,Creative Writing,2024,Spring 2024
492,75406,BRZ,Practice,"McNeill, C;Rodrigues Gomes Da Silva, L",MUSC,Music Lessons and Ensembles,2024,Spring 2024
250,44346,ADG,Discussion/Recitation,"Kirchner, N;Shilikbay, T",MCB,Molecular and Cell Biology,2024,Spring 2024
492,72925,JB ,Practice,"Kaplan, N;McNeill, C;Osawa, M",MUSC,Music Lessons and Ensembles,2024,Spring 2024
250,44348,ADH,Discussion/Recitation,"Kirchner, N;Vereau Gorbitz, D",MCB,Molecular and Cell Biology,2024,Spring 2024
200,60103,M  ,Lecture-Discussion,"Simon, Z",CW,Creative Writing,2024,Spring 2024
250,44350,ADJ,Discussion/Recitation,"Khan, E;Kirchner, N",MCB,Molecular and Cell Biology,2024,Spring 2024
250,44351,ADK,Discussion/Recitation,"Khan, E;Kirchner, N",MCB,Molecular and Cell Biology,2024,Spring 2024
493,72926,A  ,Practice,"Harbison, P;McNeill, C",MUSC,Music Lessons and Ensembles,2024,Spring 2024
250,43300,AL1,Lecture,"Kirchner, N;Slauch, J;Sokac, A",MCB,Molecular and Cell Biology,2024,Spring 2024
202,43372,D  ,Lecture-Discussion,"Harrington, J",CW,Creative Writing,2024,Spring 2024
495,72927,JT1,Practice,"Dole, R;Pugh, J",MUSC,Music Lessons and Ensembles,2024,Spring 2024
204,43373,M  ,Lecture-Discussion,"Hassinger, A",CW,Creative Writing,2024,Spring 2024
251,44368,A  ,Laboratory,"Chalen Paredes, I;Kirchner, N",MCB,Molecular and Cell Biology,2024,Spring 2024
495,72929,JT2,Practice,"Dole, R;Pugh, J",MUSC,Music Lessons and Ensembles,2024,Spring 2024
204,43374,X  ,Lecture-Discussion,"Bales, A",CW,Creative Writing,2024,Spring 2024
251,44369,B  ,Laboratory,"Chalen Paredes, I;Kirchner, N",MCB,Molecular and Cell Biology,2024,Spring 2024
496,72930,A  ,Practice,"Rodrigues Gomes Da Silva, L",MUSC,Music Lessons and Ensembles,2024,Spring 2024
251,44370,C  ,Laboratory,"Kirchner, N;Ramalingam Balasubramanian, A",MCB,Molecular and Cell Biology,2024,Spring 2024
206,52270,S  ,Lecture-Discussion,"Harrington, J",CW,Creative Writing,2024,Spring 2024
251,44372,D  ,Laboratory,"Gunasekera, S;Kirchner, N",MCB,Molecular and Cell Biology,2024,Spring 2024
251,44374,F  ,Laboratory,"Kirchner, N;Ramalingam Balasubramanian, A",MCB,Molecular and Cell Biology,2024,Spring 2024
497,72931,A  ,Practice,"Coleman, B",MUSC,Music Lessons and Ensembles,2024,Spring 2024
208,43376,Z  ,Lecture-Discussion,"Price, J",CW,Creative Writing,2024,Spring 2024
251,61908,G  ,Laboratory,"Kirchner, N;Rashid, F",MCB,Molecular and Cell Biology,2024,Spring 2024
498,72932,C01,Practice,"McNeill, C",MUSC,Music Lessons and Ensembles,2024,Spring 2024
243,60104,B  ,Lecture-Discussion,"Dudek, J",CW,Creative Writing,2024,Spring 2024
252,38530,ADA,Discussion/Recitation,"Chetlangia, N;Good, E",MCB,Molecular and Cell Biology,2024,Spring 2024
498,72933,C02,Practice,"Gray, L",MUSC,Music Lessons and Ensembles,2024,Spring 2024
498,72934,C03,Practice,"Bridgewater, R",MUSC,Music Lessons and Ensembles,2024,Spring 2024
252,38514,ADB,Discussion/Recitation,"Chetlangia, N;Good, E",MCB,Molecular and Cell Biology,2024,Spring 2024
404,43378,1G ,Lecture-Discussion,"Hassinger, A",CW,Creative Writing,2024,Spring 2024
252,38515,ADC,Discussion/Recitation,"Chen, J;Good, E",MCB,Molecular and Cell Biology,2024,Spring 2024
498,72935,C04,Practice,"Harbison, P",MUSC,Music Lessons and Ensembles,2024,Spring 2024
404,43377,1U ,Lecture-Discussion,"Hassinger, A",CW,Creative Writing,2024,Spring 2024
498,72937,C06,Practice,"Hickey, J",MUSC,Music Lessons and Ensembles,2024,Spring 2024
252,38517,ADD,Discussion/Recitation,"Chen, J;Good, E",MCB,Molecular and Cell Biology,2024,Spring 2024
404,43382,2G ,Lecture-Discussion,"Rubins, J",CW,Creative Writing,2024,Spring 2024
252,38520,ADF,Discussion/Recitation,"Chetlangia, N;Good, E",MCB,Molecular and Cell Biology,2024,Spring 2024
498,72938,VC1,Practice,"Coleman, B;Manfredo, A",MUSC,Music Lessons and Ensembles,2024,Spring 2024
404,43380,2U ,Lecture-Discussion,"Rubins, J",CW,Creative Writing,2024,Spring 2024
498,72939,VC2,Practice,"Coleman, B",MUSC,Music Lessons and Ensembles,2024,Spring 2024
252,38522,ADG,Discussion/Recitation,"Chetlangia, N;Good, E",MCB,Molecular and Cell Biology,2024,Spring 2024
252,38524,ADH,Discussion/Recitation,"Cong, Z;Good, E",MCB,Molecular and Cell Biology,2024,Spring 2024
406,43384,1G ,Lecture-Discussion,"Van Landingham, C",CW,Creative Writing,2024,Spring 2024
252,38525,ADI,Discussion/Recitation,"Cong, Z;Good, E",MCB,Molecular and Cell Biology,2024,Spring 2024
500,75124,ASG,Practice,"Gilreath, A",MUSC,Music Lessons and Ensembles,2024,Spring 2024
406,43383,1U ,Lecture-Discussion,"Van Landingham, C",CW,Creative Writing,2024,Spring 2024
252,38519,ADJ,Discussion/Recitation,"Cong, Z;Good, E",MCB,Molecular and Cell Biology,2024,Spring 2024
500,75117,AY ,Practice,"Yeung, A",MUSC,Music Lessons and Ensembles,2024,Spring 2024
500,75130,BDS,Practice,"Scully, B",MUSC,Music Lessons and Ensembles,2024,Spring 2024
252,38527,ADK,Discussion/Recitation,"Cong, Z;Good, E",MCB,Molecular and Cell Biology,2024,Spring 2024
455,45159,,Independent Study,,CW,Creative Writing,2024,Spring 2024
252,38531,ADM,Discussion/Recitation,"Good, E;Moreno Castillo, J",MCB,Molecular and Cell Biology,2024,Spring 2024
500,75126,BRW,Practice,"Roidl-Ward, B",MUSC,Music Lessons and Ensembles,2024,Spring 2024
252,38536,ADN,Discussion/Recitation,"Good, E;Moreno Castillo, J",MCB,Molecular and Cell Biology,2024,Spring 2024
500,75909,CCW,Practice,"Wu, C",MUSC,Music Lessons and Ensembles,2024,Spring 2024
460,60607,B  ,Lecture-Discussion,"McVicker, Z",CW,Creative Writing,2024,Spring 2024
252,38545,ADO,Discussion/Recitation,"Good, E;Moreno Castillo, J",MCB,Molecular and Cell Biology,2024,Spring 2024
500,75106,CD ,Practice,"Daval, C",MUSC,Music Lessons and Ensembles,2024,Spring 2024
252,38510,AL1,Lecture,"Good, E;Kannanganattu, P;Rivier, D",MCB,Molecular and Cell Biology,2024,Spring 2024
500,75380,CLM,Practice,"McNeill, C",MUSC,Music Lessons and Ensembles,2024,Spring 2024
463,75273,AL ,Online,"Starks, K",CW,Creative Writing,2024,Spring 2024
500,75132,CMM,Practice,"Moersch, C",MUSC,Music Lessons and Ensembles,2024,Spring 2024
463,67746,EJP,Lecture-Discussion,"Hurley, M;Sanders, T",CW,Creative Writing,2024,Spring 2024
500,76181,CR ,Practice,"Robards, C",MUSC,Music Lessons and Ensembles,2024,Spring 2024
253,38553,A  ,Laboratory,"Good, E;Palalay, J",MCB,Molecular and Cell Biology,2024,Spring 2024
463,75272,WG ,Laboratory,"Gillespie, W",CW,Creative Writing,2024,Spring 2024
500,75107,DJM,Practice,"McDonough, D",MUSC,Music Lessons and Ensembles,2024,Spring 2024
253,38554,B  ,Laboratory,"Good, E;Ringling, M",MCB,Molecular and Cell Biology,2024,Spring 2024
500,76276,DM2,Practice,"McDonough, D",MUSC,Music Lessons and Ensembles,2024,Spring 2024
253,38556,D  ,Laboratory,"Good, E;Palalay, J",MCB,Molecular and Cell Biology,2024,Spring 2024
504,43388,F  ,Lecture-Discussion,"Wright, D",CW,Creative Writing,2024,Spring 2024
500,75119,DMH,Practice,"Harris, D",MUSC,Music Lessons and Ensembles,2024,Spring 2024
253,38557,E  ,Laboratory,"Good, E;Hertig, J",MCB,Molecular and Cell Biology,2024,Spring 2024
500,75108,DR ,Practice,"Richtmeyer, D",MUSC,Music Lessons and Ensembles,2024,Spring 2024
253,38558,G  ,Laboratory,"Good, E;Zinder, O",MCB,Molecular and Cell Biology,2024,Spring 2024
506,43390,S  ,Lecture-Discussion,"Kempf, C",CW,Creative Writing,2024,Spring 2024
253,38559,H  ,Laboratory,"Good, E;Kurniawan, F",MCB,Molecular and Cell Biology,2024,Spring 2024
500,76165,DY ,Practice,"Yeo, D",MUSC,Music Lessons and Ensembles,2024,Spring 2024
500,75109,EDF,Practice,"Freivogel, L",MUSC,Music Lessons and Ensembles,2024,Spring 2024
253,38562,J  ,Laboratory,"Good, E;Zinder, O",MCB,Molecular and Cell Biology,2024,Spring 2024
560,43391,NL ,Conference,"Hurley, M",CW,Creative Writing,2024,Spring 2024
500,75115,GSP,Practice,"Sanchez Portuguez, G",MUSC,Music Lessons and Ensembles,2024,Spring 2024
253,38565,K  ,Laboratory,"Good, E;Ringling, M",MCB,Molecular and Cell Biology,2024,Spring 2024
253,38635,M  ,Laboratory,"Good, E;Kulkarni, M",MCB,Molecular and Cell Biology,2024,Spring 2024
500,75131,IRF,Practice,"de Rezende Ferreira Sobrinho, I",MUSC,Music Lessons and Ensembles,2024,Spring 2024
500,75385,JCS,Practice,"Stephens, C",MUSC,Music Lessons and Ensembles,2024,Spring 2024
253,38636,N  ,Laboratory,"Good, E;Hertig, J",MCB,Molecular and Cell Biology,2024,Spring 2024
591,45186,,Independent Study,,CW,Creative Writing,2024,Spring 2024
253,38638,P  ,Laboratory,"Good, E;Kulkarni, M",MCB,Molecular and Cell Biology,2024,Spring 2024
500,75125,JD ,Practice,"Dee, J",MUSC,Music Lessons and Ensembles,2024,Spring 2024
595,55885,,Independent Study,,CW,Creative Writing,2024,Spring 2024
253,38639,Q  ,Laboratory,"Good, E;Kurniawan, F",MCB,Molecular and Cell Biology,2024,Spring 2024
500,75383,JEP,Practice,"Pugh, J",MUSC,Music Lessons and Ensembles,2024,Spring 2024
500,75127,JLM,Practice,"Minor, J",MUSC,Music Lessons and Ensembles,2024,Spring 2024
290,40755,,Independent Study,,MCB,Molecular and Cell Biology,2024,Spring 2024
500,75122,JS ,Practice,"Siena, J",MUSC,Music Lessons and Ensembles,2024,Spring 2024
119,47153,M  ,Lecture-Discussion,"Baron, I",CWL,Comparative and World Literature,2024,Spring 2024
500,75105,JSK,Practice,"Keeble, J",MUSC,Music Lessons and Ensembles,2024,Spring 2024
292,69557,A  ,Independent Study,"Naidu, S",MCB,Molecular and Cell Biology,2024,Spring 2024
500,75384,JWS,Practice,"Spencer, J",MUSC,Music Lessons and Ensembles,2024,Spring 2024
500,75912,KS ,Practice,"Saebo, K",MUSC,Music Lessons and Ensembles,2024,Spring 2024
122,72062,AD2,Discussion/Recitation,"Motov, S;Tempest, R",CWL,Comparative and World Literature,2024,Spring 2024
500,75120,LRH,Practice,"Herrera, L",MUSC,Music Lessons and Ensembles,2024,Spring 2024
122,75776,AD3,Discussion/Recitation,"Fedjanina, M;Tempest, R",CWL,Comparative and World Literature,2024,Spring 2024
297,59633,A  ,Discussion/Recitation,"Radin, J",MCB,Molecular and Cell Biology,2024,Spring 2024
500,75381,LWG,Practice,"Gray, L",MUSC,Music Lessons and Ensembles,2024,Spring 2024
297,60984,B  ,Discussion/Recitation,"Buntrock, D",MCB,Molecular and Cell Biology,2024,Spring 2024
122,70866,AL1,Lecture,"Tempest, R",CWL,Comparative and World Literature,2024,Spring 2024
500,75450,MPT,Practice,"Tilley, M",MUSC,Music Lessons and Ensembles,2024,Spring 2024
297,53122,C  ,Discussion/Recitation,"Olsen, G",MCB,Molecular and Cell Biology,2024,Spring 2024
191,10453,,Independent Study,,CWL,Comparative and World Literature,2024,Spring 2024
500,75110,MRF,Practice,"Freivogel, M",MUSC,Music Lessons and Ensembles,2024,Spring 2024
500,76338,MT1,Practice,"Tilley, M",MUSC,Music Lessons and Ensembles,2024,Spring 2024
298,59634,A  ,Discussion/Recitation,"Naidu, S",MCB,Molecular and Cell Biology,2024,Spring 2024
199,10454,,Independent Study,,CWL,Comparative and World Literature,2024,Spring 2024
500,75134,NG ,Practice,"Gunn, N",MUSC,Music Lessons and Ensembles,2024,Spring 2024
298,63532,B  ,Discussion/Recitation,"Naidu, S",MCB,Molecular and Cell Biology,2024,Spring 2024
500,75111,NL ,Practice,"Lee, N",MUSC,Music Lessons and Ensembles,2024,Spring 2024
207,65011,A2 ,Lecture-Discussion,"Mehta, R",CWL,Comparative and World Literature,2024,Spring 2024
500,76265,NL2,Practice,"Lee, N",MUSC,Music Lessons and Ensembles,2024,Spring 2024
299,46949,50A,Discussion/Recitation,"Kirchner, N;Puentes-Rodriguez, S;Stenger, A",MCB,Molecular and Cell Biology,2024,Spring 2024
500,75118,OWD,Practice,"Davis, O",MUSC,Music Lessons and Ensembles,2024,Spring 2024
208,52392,A  ,Online,"Mehta, R",CWL,Comparative and World Literature,2024,Spring 2024
300,38684,A  ,Lecture,"Alt, R;Aravamudan, B;Blanke, S",MCB,Molecular and Cell Biology,2024,Spring 2024
500,75382,PH ,Practice,"Harbison, P",MUSC,Music Lessons and Ensembles,2024,Spring 2024
500,75113,RH ,Practice,"Haken, R",MUSC,Music Lessons and Ensembles,2024,Spring 2024
210,47159,P  ,Lecture-Discussion,"Toure, V",CWL,Comparative and World Literature,2024,Spring 2024
301,38627,AL1,Lecture,"Alt, R;Ikeda, J",MCB,Molecular and Cell Biology,2024,Spring 2024
500,75133,RS ,Practice,"Sennet, R",MUSC,Music Lessons and Ensembles,2024,Spring 2024
301,38686,AYA,Laboratory-Discussion,"Alt, R;Bedwell, S",MCB,Molecular and Cell Biology,2024,Spring 2024
500,75427,SAT,Practice,"Taylor, S",MUSC,Music Lessons and Ensembles,2024,Spring 2024
216,70297,C  ,Lecture-Discussion,"Majewski, H",CWL,Comparative and World Literature,2024,Spring 2024
301,38687,AYB,Laboratory-Discussion,"Alt, R;Bedwell, S",MCB,Molecular and Cell Biology,2024,Spring 2024
500,75114,SJK,Practice,"Koo, S",MUSC,Music Lessons and Ensembles,2024,Spring 2024
301,38624,AYC,Laboratory-Discussion,"Alt, R;Caserio, A",MCB,Molecular and Cell Biology,2024,Spring 2024
500,75123,SS ,Practice,"Stone, S",MUSC,Music Lessons and Ensembles,2024,Spring 2024
220,31335,B  ,Lecture-Discussion,"Williams, C",CWL,Comparative and World Literature,2024,Spring 2024
500,75129,ST ,Practice,"Tegge, S",MUSC,Music Lessons and Ensembles,2024,Spring 2024
301,38625,AYD,Laboratory-Discussion,"Alt, R;Grady, L",MCB,Molecular and Cell Biology,2024,Spring 2024
500,75112,TJE,Practice,"Ehlen, T",MUSC,Music Lessons and Ensembles,2024,Spring 2024
220,31334,C  ,Lecture-Discussion,"Bevis, B",CWL,Comparative and World Literature,2024,Spring 2024
301,38626,AYE,Laboratory-Discussion,"Alt, R;Grady, L",MCB,Molecular and Cell Biology,2024,Spring 2024
220,63847,D  ,Lecture-Discussion,"Abou Abdallah, M",CWL,Comparative and World Literature,2024,Spring 2024
500,75283,WHH,Practice,"Heiles, W",MUSC,Music Lessons and Ensembles,2024,Spring 2024
317,55162,ADA,Discussion/Recitation,"Duttagupta, M;Rivier, D",MCB,Molecular and Cell Biology,2024,Spring 2024
220,45763,G  ,Lecture-Discussion,"Tzanetou, A",CWL,Comparative and World Literature,2024,Spring 2024
500,75128,WM ,Practice,"Moersch, W",MUSC,Music Lessons and Ensembles,2024,Spring 2024
500,75121,YGR,Practice,"Redman, Y",MUSC,Music Lessons and Ensembles,2024,Spring 2024
317,55164,ADB,Discussion/Recitation,"Duttagupta, M;Rivier, D",MCB,Molecular and Cell Biology,2024,Spring 2024
317,55165,ADC,Discussion/Recitation,"Rivier, D;Zhou, S",MCB,Molecular and Cell Biology,2024,Spring 2024
230,75071,AD7,Discussion/Recitation,"Chen, J;Stetsuk, A",CWL,Comparative and World Literature,2024,Spring 2024
230,75081,ADB,Discussion/Recitation,"Chen, J;Ren, X",CWL,Comparative and World Literature,2024,Spring 2024
317,59534,ADE,Discussion/Recitation,"Rivier, D",MCB,Molecular and Cell Biology,2024,Spring 2024
501,72940,A  ,Lecture;Practice,"Ehlen, T;Ehlen, T",MUSC,Music Lessons and Ensembles,2024,Spring 2024
501,72941,B  ,Lecture;Practice,"Sennet, R;Sennet, R",MUSC,Music Lessons and Ensembles,2024,Spring 2024
317,60190,ADF,Discussion/Recitation,"Rivier, D;Zhou, S",MCB,Molecular and Cell Biology,2024,Spring 2024
230,75082,ADC,Discussion/Recitation,"Chen, J;Ren, X",CWL,Comparative and World Literature,2024,Spring 2024
501,72942,C  ,Lecture;Practice,"Wu, C;Wu, C",MUSC,Music Lessons and Ensembles,2024,Spring 2024
317,61009,ADG,Discussion/Recitation,"Cheng, R;Rivier, D",MCB,Molecular and Cell Biology,2024,Spring 2024
230,75083,ADD,Discussion/Recitation,"Chen, J;Zhang, S",CWL,Comparative and World Literature,2024,Spring 2024
230,75084,ADE,Discussion/Recitation,"Chen, J;Zhang, S",CWL,Comparative and World Literature,2024,Spring 2024
317,55161,AL1,Lecture,"Rivier, D",MCB,Molecular and Cell Biology,2024,Spring 2024
502,72943,A  ,Practice,"Moersch, C",MUSC,Music Lessons and Ensembles,2024,Spring 2024
230,75811,ADF,Discussion/Recitation,"Chen, J;Stetsuk, A",CWL,Comparative and World Literature,2024,Spring 2024
230,75085,ADG,Discussion/Recitation,"Chen, J;Stetsuk, A",CWL,Comparative and World Literature,2024,Spring 2024
354,46923,ADA,Discussion/Recitation,"Reedy, M;Viera, D",MCB,Molecular and Cell Biology,2024,Spring 2024
230,75812,ADH,Discussion/Recitation,"Chen, J;Ren, X",CWL,Comparative and World Literature,2024,Spring 2024
503,72944,A  ,Practice,"Robinson, D",MUSC,Music Lessons and Ensembles,2024,Spring 2024
354,46924,ADB,Discussion/Recitation,"Reedy, M;Viera, D",MCB,Molecular and Cell Biology,2024,Spring 2024
230,75813,ADI,Discussion/Recitation,"Chen, J;Zhang, S",CWL,Comparative and World Literature,2024,Spring 2024
354,46925,ADC,Discussion/Recitation,"Reedy, M;Riley, A",MCB,Molecular and Cell Biology,2024,Spring 2024
230,70583,GP ,Lecture,"Chen, J",CWL,Comparative and World Literature,2024,Spring 2024
354,46926,ADD,Discussion/Recitation,"Reedy, M;Riley, A",MCB,Molecular and Cell Biology,2024,Spring 2024
504,72945,A  ,Practice,"Robards, C",MUSC,Music Lessons and Ensembles,2024,Spring 2024
504,72948,B  ,Practice,"Tilley, M",MUSC,Music Lessons and Ensembles,2024,Spring 2024
354,46929,ADG,Discussion/Recitation,"Reedy, M;Riley, A",MCB,Molecular and Cell Biology,2024,Spring 2024
242,30938,ADA,Discussion/Recitation,"Casey, M",CWL,Comparative and World Literature,2024,Spring 2024
354,46930,ADH,Discussion/Recitation,"Reedy, M;Riley, A",MCB,Molecular and Cell Biology,2024,Spring 2024
504,75906,C  ,Practice,"Wu, C",MUSC,Music Lessons and Ensembles,2024,Spring 2024
242,38879,ADD,Discussion/Recitation,"Casey, M",CWL,Comparative and World Literature,2024,Spring 2024
354,46708,AL1,Lecture,"Kalsotra, A;Kim, C;Reedy, M",MCB,Molecular and Cell Biology,2024,Spring 2024
242,38880,ADE,Discussion/Recitation,"Ghosh, S",CWL,Comparative and World Literature,2024,Spring 2024
505,72949,A  ,Lecture;Practice,"Redman, Y;Redman, Y",MUSC,Music Lessons and Ensembles,2024,Spring 2024
242,38884,ADI,Discussion/Recitation,"Ghosh, S",CWL,Comparative and World Literature,2024,Spring 2024
364,69264,A  ,Laboratory,"Levesque, L",MCB,Molecular and Cell Biology,2024,Spring 2024
505,72950,B  ,Lecture;Practice,"Siena, J;Siena, J",MUSC,Music Lessons and Ensembles,2024,Spring 2024
242,38886,ADK,Discussion/Recitation,"Fam, M",CWL,Comparative and World Literature,2024,Spring 2024
505,72951,C  ,Lecture;Practice,"Gunn, N;Gunn, N",MUSC,Music Lessons and Ensembles,2024,Spring 2024
364,69265,B  ,Laboratory,"Levesque, L",MCB,Molecular and Cell Biology,2024,Spring 2024
242,43794,ADL,Discussion/Recitation,"Fam, M",CWL,Comparative and World Literature,2024,Spring 2024
505,72952,D  ,Lecture;Practice,"Harris, D;Harris, D",MUSC,Music Lessons and Ensembles,2024,Spring 2024
242,30935,AL1,Lecture,"Gasyna, G",CWL,Comparative and World Literature,2024,Spring 2024
402,36809,A  ,Lecture,"Nelson, E;Tsai, N",MCB,Molecular and Cell Biology,2024,Spring 2024
505,72953,E  ,Lecture;Practice,"Davis, O;Davis, O",MUSC,Music Lessons and Ensembles,2024,Spring 2024
505,72954,F  ,Lecture;Practice,"Stone, S;Stone, S",MUSC,Music Lessons and Ensembles,2024,Spring 2024
252,58488,C  ,Lecture-Discussion,"Horsfall, W",CWL,Comparative and World Literature,2024,Spring 2024
505,72955,G  ,Lecture;Practice,"Herrera, L;Herrera, L",MUSC,Music Lessons and Ensembles,2024,Spring 2024
410,38665,A  ,Lecture,"Li, X",MCB,Molecular and Cell Biology,2024,Spring 2024
253,43184,S  ,Lecture-Discussion,"Cornell, M",CWL,Comparative and World Literature,2024,Spring 2024
506,72959,B  ,Practice,"Gunn, N",MUSC,Music Lessons and Ensembles,2024,Spring 2024
424,34340,A  ,Lecture,"Metcalf, W",MCB,Molecular and Cell Biology,2024,Spring 2024
506,73843,NM ,Practice,"Wigley, S",MUSC,Music Lessons and Ensembles,2024,Spring 2024
254,60016,AD1,Discussion/Recitation,"Cohen, J;Jenkins, R",CWL,Comparative and World Literature,2024,Spring 2024
426,72080,A  ,Lecture,"Kehl-Fie, T",MCB,Molecular and Cell Biology,2024,Spring 2024
254,60019,AD2,Discussion/Recitation,"Cohen, J;Jenkins, R",CWL,Comparative and World Literature,2024,Spring 2024
507,72960,A  ,Practice,"Robards, C",MUSC,Music Lessons and Ensembles,2024,Spring 2024
254,68657,AD4,Discussion/Recitation,"Cohen, J;Jenkins, R",CWL,Comparative and World Literature,2024,Spring 2024
430,34392,A  ,Lecture,"Huang, R",MCB,Molecular and Cell Biology,2024,Spring 2024
507,72961,B  ,Practice,"Tilley, M",MUSC,Music Lessons and Ensembles,2024,Spring 2024
254,60025,AL1,Lecture,"Jenkins, R",CWL,Comparative and World Literature,2024,Spring 2024
510,72964,A  ,Lecture;Practice,"Lee, N;Lee, N",MUSC,Music Lessons and Ensembles,2024,Spring 2024
434,33040,L  ,Lecture,"Miller, M",MCB,Molecular and Cell Biology,2024,Spring 2024
255,31980,M  ,Lecture-Discussion,"Perry, C",CWL,Comparative and World Literature,2024,Spring 2024
510,72965,B  ,Lecture;Practice,"Freivogel, M",MUSC,Music Lessons and Ensembles,2024,Spring 2024
